,1년간여행여부,1년간여가/문화활동,1년간교육학습,친목단체참여여부,자원봉사경험유무,종교종류,가장중요한활동,현재경제활동여부,향후근로희망여부,노인일자리참여여부,노인일자리참여의향,향후참여하고싶은유형
4542,2,1,1,2,2,1,7,1,2,1,1,1
4548,2,1,2,2,2,1,7,1,2,1,1,3
4555,2,1,2,2,2,1,7,1,2,1,1,1
4561,1,1,2,1,2,0,3,2,1,4,1,1
4566,2,1,1,2,2,0,3,2,3,4,1,2
4588,2,1,1,2,2,0,6,2,1,4,1,2
4599,2,1,2,2,2,0,6,1,1,4,1,2
4600,2,2,1,2,2,0,7,2,4,4,1,1
4605,1,1,2,1,2,2,6,2,3,4,1,3
4607,1,1,2,2,2,0,3,2,4,4,1,1
4609,1,1,2,1,2,3,4,1,2,4,1,1
4611,2,1,2,2,2,0,7,2,4,4,1,5
4630,1,1,2,2,2,2,4,1,2,3,1,3
4633,1,1,1,2,2,3,4,3,1,4,1,5
4634,2,2,2,2,2,0,7,1,2,1,1,5
4637,2,1,1,2,2,2,3,1,2,1,1,3
4638,2,1,2,2,2,0,3,1,2,1,1,5
4640,1,1,2,2,2,2,4,1,3,4,1,2
4650,1,1,1,2,2,2,4,3,1,4,1,1
4652,2,2,2,2,2,0,3,2,4,2,1,1
4659,1,1,2,1,2,2,3,2,4,2,1,1
4663,2,2,2,2,2,1,7,1,2,1,1,5
4668,2,1,2,2,2,2,7,2,4,4,1,5
4671,2,1,2,2,2,2,6,1,2,3,1,1
4676,1,1,2,2,2,3,3,1,2,1,1,3
4689,2,1,2,2,2,2,4,2,1,3,1,1
4696,2,1,2,2,2,3,4,2,4,4,1,1
4698,1,1,2,2,2,1,7,2,4,4,1,2
4702,1,1,2,2,2,3,3,2,4,4,1,3
4703,2,1,2,2,2,2,4,2,1,2,1,1
4704,2,1,2,2,2,2,4,1,3,4,1,2
4705,2,1,2,2,2,0,6,2,1,4,1,5
4709,2,2,2,2,2,0,7,1,2,1,1,1
4713,1,1,2,2,2,0,6,1,2,3,1,4
4716,2,2,1,2,2,0,7,1,2,4,1,1
4719,2,1,2,2,2,0,6,2,1,4,1,5
4729,1,1,2,2,2,0,3,2,4,4,1,3
4738,2,1,2,2,2,2,4,1,2,4,1,3
4741,2,1,2,2,2,2,4,2,4,3,1,1
4745,2,1,2,2,2,0,7,1,2,1,1,1
4749,2,1,2,2,2,3,4,2,1,2,1,1
4754,2,1,2,1,2,0,3,2,4,4,1,3
4765,1,1,2,2,2,1,3,3,1,4,1,1
4772,1,1,2,2,1,2,4,1,2,1,1,3
4774,2,1,2,2,2,3,3,1,2,3,1,1
4784,2,1,2,1,2,0,6,1,2,1,1,4
4787,2,1,2,2,2,0,7,1,1,4,1,2
4790,2,2,2,2,2,0,3,1,2,2,1,1
4792,2,1,1,2,2,1,3,1,2,1,1,3
4793,1,2,2,2,2,0,1,1,2,1,1,1
4794,2,1,2,2,2,0,6,2,1,2,1,1
4795,2,2,2,2,2,0,3,1,2,1,1,1
4797,2,1,2,2,2,1,3,3,1,4,1,1
4799,1,1,2,2,2,0,7,1,2,1,1,5
4801,2,2,2,2,2,1,6,2,4,3,1,2
4809,2,2,2,2,2,1,3,1,2,1,1,1
4813,2,1,2,2,2,2,7,1,2,1,1,3
4814,2,1,2,2,2,1,3,1,2,1,1,3
4817,2,1,2,2,2,0,7,3,4,3,1,5
4826,2,1,2,2,2,0,7,1,3,4,1,5
4827,2,2,2,2,2,0,3,2,1,2,1,1
4836,2,1,2,2,2,1,3,1,2,4,1,1
4839,1,1,2,2,2,1,1,1,2,4,1,3
4841,1,1,2,2,2,0,6,1,2,1,1,1
4853,1,2,2,2,2,0,3,1,1,1,1,1
4854,2,1,2,2,2,2,3,2,1,3,1,1
4855,2,1,2,2,2,0,6,1,2,1,1,1
4864,2,2,2,2,2,0,7,1,2,4,1,1
4871,2,1,2,2,2,0,7,1,2,1,1,2
4875,2,2,2,2,2,0,7,1,2,4,1,5
4877,2,1,2,2,2,2,4,2,1,2,1,5
4878,2,1,2,2,2,3,4,2,4,4,1,5
4887,2,1,2,2,2,3,4,1,2,1,1,1
4888,2,1,2,2,2,3,3,2,1,4,1,1
4902,2,1,2,2,2,2,4,2,1,2,1,1
4908,1,1,2,2,2,2,3,2,1,4,1,3
4910,2,1,2,2,2,0,3,2,1,3,1,5
4915,1,1,2,2,2,0,3,1,2,4,1,3
4925,1,2,2,2,2,0,3,1,2,4,1,3
4929,2,1,2,1,1,2,1,2,2,4,1,1
4932,1,2,2,2,2,0,3,1,2,2,1,1
4933,2,1,2,2,2,0,6,1,2,1,1,1
4935,2,1,2,2,2,0,7,1,2,1,1,1
4937,1,1,2,2,2,2,3,2,4,4,1,5
4942,2,1,2,2,2,0,3,1,2,4,1,3
4944,2,1,2,2,2,0,7,1,2,1,1,1
4948,2,1,2,2,2,0,3,1,2,4,1,3
4951,2,1,2,2,2,0,6,2,3,3,1,1
4963,2,1,2,2,2,3,7,2,1,2,1,3
4964,2,1,2,2,2,1,2,1,4,2,1,1
4967,2,1,2,2,2,1,3,2,1,4,1,3
4971,2,1,2,2,2,2,4,3,1,4,1,1
4972,2,1,2,1,2,0,7,1,1,3,1,1
4977,2,1,2,2,2,0,7,1,2,4,1,1
4982,2,1,1,2,2,2,4,1,2,4,1,3
4983,2,1,2,1,2,1,6,1,3,3,1,1
4984,1,2,2,2,2,0,7,1,3,4,1,2
4992,2,1,2,2,2,1,3,2,1,4,1,5
5002,2,1,2,2,2,2,4,2,1,4,1,1
5012,2,1,2,2,2,0,7,1,2,1,1,1
5014,2,1,2,2,2,1,3,2,4,3,1,3
5022,2,1,2,2,2,0,6,2,1,4,1,1
5023,2,2,1,2,2,0,8,2,1,4,1,1
5027,1,1,2,2,2,1,3,2,4,2,1,3
5029,2,1,2,2,2,3,4,3,1,4,1,1
5031,1,1,2,2,2,1,7,2,2,2,1,5
5035,2,1,1,2,2,2,7,1,1,4,1,3
5038,2,1,2,2,2,1,3,2,1,4,1,1
5039,2,1,2,2,2,1,3,2,4,4,1,1
5042,2,1,2,2,2,0,7,1,2,3,1,1
5046,2,2,2,2,2,0,7,2,1,2,1,3
5051,1,1,2,2,2,0,7,1,2,1,1,1
5054,1,1,2,2,2,0,3,1,2,4,1,1
5060,1,1,2,2,2,0,3,1,2,4,1,3
5061,2,1,2,1,1,0,7,1,2,1,1,1
5071,1,1,1,2,2,0,3,2,4,4,1,2
5078,1,1,2,2,2,1,3,2,1,4,1,3
5081,2,1,2,1,1,0,7,1,1,1,1,1
5085,2,2,2,2,2,0,3,1,3,1,1,1
5091,1,1,2,2,2,2,4,2,1,4,1,4
5093,2,1,1,2,2,0,6,1,2,3,1,2
5100,2,1,2,2,2,3,4,1,2,1,1,1
5102,2,1,2,2,2,3,3,3,1,1,1,5
5106,2,1,2,2,2,0,7,1,2,1,1,1
5109,2,2,2,2,2,0,7,1,1,1,1,3
5125,2,2,2,2,2,0,6,2,1,3,1,1
5126,2,1,2,2,2,2,4,3,1,4,1,1
5127,2,1,1,1,2,0,7,1,3,1,1,1
5130,1,1,2,2,2,0,7,1,2,4,1,4
5132,2,2,2,2,2,0,6,2,1,4,1,5
5134,2,1,2,2,2,0,6,1,2,1,1,3
5139,2,1,2,2,2,0,1,2,1,4,1,5
5143,1,1,2,1,2,0,7,1,2,1,1,1
5147,2,1,2,2,2,0,3,2,4,4,1,5
5152,2,2,2,2,2,0,7,1,2,1,1,1
5153,1,1,2,2,2,0,3,2,4,2,1,1
5155,2,2,2,2,2,3,7,1,2,1,1,1
5158,2,1,2,2,2,0,7,2,1,2,1,1
5170,1,1,2,2,2,2,7,1,3,4,1,1
5172,2,1,2,2,2,1,4,1,2,1,1,1
5173,2,2,2,2,2,3,7,1,1,4,1,2
5174,2,2,2,2,2,1,7,1,2,3,1,4
5176,1,1,2,2,2,0,6,1,2,1,1,1
5180,1,1,2,2,2,2,7,1,2,2,1,1
5181,2,1,2,2,2,0,7,1,2,2,1,1
5185,2,1,2,2,2,0,7,1,1,1,1,1
5187,2,1,2,2,2,0,7,3,4,4,1,1
5190,1,1,2,2,2,2,7,1,2,3,1,1
5192,2,1,2,1,2,0,6,2,4,3,1,1
5193,1,1,2,2,2,2,4,2,4,3,1,3
5199,2,1,2,2,2,0,6,2,4,4,1,1
5200,2,1,2,2,2,0,6,1,2,1,1,3
5209,1,1,2,2,2,3,7,1,1,3,1,1
5213,1,1,2,2,2,1,4,2,1,4,1,1
5214,2,1,2,2,2,0,7,1,2,1,1,3
5215,2,1,2,2,2,0,3,2,1,4,1,1
5216,1,1,2,1,2,0,7,1,2,1,1,4
5223,1,1,2,1,2,1,5,1,3,2,1,2
5239,1,1,2,2,2,0,3,1,2,4,1,4
5247,1,1,2,1,2,2,1,1,2,4,1,1
5252,1,1,2,2,2,2,4,1,2,4,1,1
5258,1,1,2,2,1,3,1,1,2,4,1,1
5261,2,1,2,2,2,0,3,2,1,3,1,1
5262,1,1,2,2,2,0,3,1,2,3,1,3
5272,2,1,2,2,2,1,8,2,4,4,1,1
5279,2,1,2,2,2,3,3,1,2,1,1,2
5286,1,1,2,1,2,0,3,1,2,2,1,3
5290,2,1,2,2,2,0,3,1,2,2,1,1
5293,1,1,2,1,1,0,7,1,2,4,1,1
5295,1,1,2,2,2,2,4,1,3,4,1,2
5297,1,1,2,2,2,0,3,1,2,3,1,3
5298,2,1,2,2,2,2,4,1,2,2,1,3
5302,2,1,2,2,2,0,3,2,1,3,1,1
5306,1,1,2,2,2,2,4,1,2,4,1,3
5319,1,1,2,2,2,0,6,2,4,4,1,1
5320,1,1,2,2,2,0,7,1,2,1,1,1
5323,1,1,2,2,2,3,3,1,2,3,1,3
5334,2,1,1,2,2,0,3,2,3,3,1,1
5337,2,1,2,2,2,1,7,1,2,1,1,1
5340,2,1,2,2,2,2,4,2,1,4,1,1
5343,2,2,2,2,2,0,7,1,1,1,1,3
5344,2,1,2,2,2,0,3,1,3,4,1,3
5347,2,2,2,2,2,0,7,2,4,4,1,1
5349,1,1,2,2,2,1,3,2,1,3,1,4
5355,2,1,2,2,2,2,4,3,1,4,1,1
5362,1,1,2,2,2,2,4,3,1,3,1,1
5369,1,1,2,2,2,2,4,1,2,4,1,2
5372,1,1,2,2,1,2,7,1,2,4,1,3
5374,2,1,2,2,2,2,7,1,2,4,1,1
5375,1,1,2,2,2,0,3,1,1,3,1,2
5377,2,2,2,2,2,0,7,1,2,1,1,1
5383,2,1,2,2,2,1,4,1,2,1,1,1
5388,1,1,2,2,2,2,4,2,4,2,1,3
5394,2,1,2,2,2,1,7,1,2,1,1,1
5398,1,1,2,1,1,2,4,1,2,1,1,1
5420,2,1,2,2,2,1,3,1,3,1,1,4
5428,2,1,2,2,2,0,6,2,4,4,1,1
5432,2,1,2,2,2,0,7,1,2,1,1,1
5439,1,1,2,2,2,2,4,3,1,4,1,1
5442,2,2,2,2,2,0,7,3,4,3,1,1
5444,2,1,2,2,2,2,4,3,1,4,1,1
5447,2,2,2,2,2,1,3,1,2,1,1,1
5451,2,1,1,2,2,0,6,3,2,1,1,5
5453,2,1,2,2,2,1,3,1,2,1,1,3
5458,2,1,2,2,2,2,4,2,4,4,1,1
5464,1,1,2,2,2,3,2,2,1,4,1,4
5469,2,1,2,2,2,0,7,1,2,1,1,1
5472,1,1,2,2,2,0,6,2,1,4,1,1
5480,2,2,2,2,2,0,7,2,4,4,1,1
5482,2,1,2,2,2,0,7,1,2,1,1,1
5494,2,1,2,2,2,0,7,1,1,2,1,2
5496,2,2,2,2,2,0,7,2,3,3,1,1
5498,2,1,2,2,2,3,3,1,1,2,1,4
5501,1,1,2,2,2,0,7,1,2,1,1,1
5508,2,1,2,2,2,3,7,2,1,4,1,1
5509,2,1,1,2,2,0,3,2,3,2,1,1
5511,1,1,2,1,1,0,7,1,2,1,1,1
5518,1,1,2,1,2,0,3,2,1,4,1,5
5520,2,1,2,2,2,0,6,1,2,3,1,3
5522,2,1,2,2,2,3,4,2,4,4,1,1
5527,1,2,2,2,2,0,6,2,1,4,1,1
5532,1,1,2,2,2,3,4,3,1,4,1,1
5538,1,1,2,1,1,3,3,1,3,4,1,5
5539,1,2,2,2,2,0,3,2,1,3,1,5
5543,2,1,2,2,2,0,3,2,4,4,1,4
5544,2,1,2,2,2,1,3,2,4,4,1,1
5545,2,1,2,2,2,0,3,2,4,4,1,3
5547,2,1,2,2,2,0,3,2,4,4,1,1
5551,2,1,2,2,2,0,3,2,4,4,1,3
5552,2,2,2,2,2,0,7,3,4,4,1,1
5556,2,2,2,2,2,0,7,2,4,4,1,1
5562,2,1,2,2,2,0,3,2,1,4,1,3
5571,2,1,2,2,2,1,6,2,1,1,1,1
5573,1,1,2,2,2,0,3,1,1,3,1,2
5574,2,1,2,1,2,0,7,1,2,4,1,2
5575,2,1,2,2,2,2,4,2,1,4,1,1
5577,2,1,2,2,2,2,4,2,1,3,1,5
5587,2,1,2,2,2,1,7,1,1,2,1,5
5588,2,1,2,2,2,1,7,1,2,2,1,5
5605,2,1,1,2,2,1,4,2,4,3,1,1
5610,2,2,1,2,2,0,7,3,4,4,1,1
5615,1,1,2,2,2,3,3,1,2,4,1,3
5616,2,1,2,1,2,0,3,1,2,4,1,3
5628,2,1,2,2,2,0,3,1,2,4,1,3
5633,1,1,1,2,2,1,3,1,2,4,1,3
5643,2,1,2,2,2,1,3,2,4,4,1,4
5644,1,1,2,1,1,2,1,2,4,4,1,1
5645,1,1,1,2,2,2,4,1,2,4,1,3
5661,1,1,2,2,2,2,4,2,2,4,1,3
5662,1,1,2,2,2,1,7,1,4,4,1,3
5670,1,2,1,2,2,0,3,1,2,1,1,3
5674,2,2,2,2,2,0,7,2,4,3,1,1
5692,2,1,2,2,2,0,7,3,4,3,1,4
5698,2,2,2,2,2,0,3,2,4,3,1,1
5701,1,1,2,2,2,0,7,1,2,4,1,1
5702,2,1,2,2,2,0,7,2,4,4,1,2
5706,2,1,2,2,2,1,3,1,2,1,1,1
5712,1,1,2,2,2,0,6,2,3,2,1,1
5715,1,1,1,2,2,2,4,2,4,4,1,3
5721,1,2,2,2,2,0,6,3,1,4,1,1
5731,1,1,2,2,2,0,6,2,1,4,1,1
5737,2,1,2,2,2,1,4,3,4,3,1,1
5743,2,1,2,2,2,3,4,2,3,3,1,2
5747,2,1,1,2,2,0,7,1,3,3,1,2
5748,2,1,2,2,2,0,7,1,2,1,1,3
5751,1,1,2,1,2,2,2,2,4,4,1,1
5754,1,1,1,1,1,3,3,2,1,4,1,1
5764,2,1,2,2,2,1,4,1,2,1,1,1
5767,1,1,2,2,2,1,7,1,2,2,1,1
5774,1,1,2,2,2,0,6,1,2,1,1,1
5790,2,1,2,2,2,1,7,2,4,3,1,1
5792,1,1,2,2,2,1,6,2,1,2,1,1
5793,1,1,2,1,1,3,2,2,4,4,1,5
5802,2,1,2,2,2,0,7,1,2,4,1,3
5808,2,2,1,2,2,0,3,1,2,1,1,1
5811,2,1,2,2,2,0,6,2,3,1,1,1
5812,1,1,2,2,2,1,3,2,4,3,1,2
5825,2,1,2,2,2,0,6,1,2,1,1,5
5828,2,1,2,1,2,1,3,1,2,4,1,4
5829,2,1,2,2,2,0,7,1,2,1,1,1
5830,2,1,1,2,2,0,3,2,1,3,1,4
5832,2,2,2,2,2,0,6,1,1,1,1,1
5833,2,1,2,2,2,2,4,1,2,4,1,3
5834,2,2,2,2,2,0,7,1,2,1,1,1
5837,2,1,2,2,1,1,7,1,2,4,1,1
5839,2,1,2,2,2,0,3,2,4,4,1,1
5842,2,2,2,2,2,0,7,1,2,1,1,1
5847,2,1,1,2,2,0,7,1,2,3,1,1
5849,2,1,2,2,1,1,3,1,2,4,1,4
5854,1,2,2,2,2,0,7,1,2,4,1,3
5857,2,2,1,2,2,0,7,1,2,1,1,3
5866,2,1,2,2,2,0,7,1,2,3,1,1
5868,2,1,2,2,2,0,7,1,2,1,1,1
5872,2,1,2,2,2,0,3,2,1,4,1,4
5876,2,1,2,2,2,2,6,1,2,4,1,4
5879,2,1,2,2,2,2,4,2,4,3,1,1
5881,1,1,2,2,2,2,6,1,2,1,1,4
5888,2,1,2,2,2,0,7,2,2,1,1,1
5891,2,1,2,2,2,2,7,1,3,1,1,3
5896,1,1,2,2,2,3,4,1,2,3,1,1
5898,2,1,2,2,2,1,7,1,1,1,1,1
5904,2,1,2,2,2,0,3,2,4,2,1,5
5905,1,1,1,1,2,1,3,2,4,4,1,5
5916,1,1,1,2,2,0,7,1,2,1,1,1
5918,2,1,2,2,2,0,3,2,4,4,1,3
5923,2,1,2,2,2,2,7,1,2,3,1,1
5926,2,2,2,2,2,0,6,2,4,3,1,1
5929,1,1,2,2,2,2,4,1,2,3,1,2
5933,2,2,2,2,2,0,7,1,1,4,1,1
5936,1,1,2,2,2,1,3,1,2,4,1,1
5938,2,1,2,2,2,1,7,1,2,2,1,2
5939,1,1,2,2,2,1,7,1,2,1,1,1
5941,2,1,2,2,2,0,7,2,2,3,1,1
5942,2,1,2,2,1,0,6,1,2,4,1,4
5947,1,1,2,1,1,0,1,2,4,3,1,1
5960,2,1,2,2,2,1,7,2,4,3,1,1
5963,2,1,2,2,2,0,3,1,2,4,1,4
5967,2,1,2,2,2,2,3,2,4,4,1,1
5971,2,1,2,2,2,0,3,1,2,4,1,4
5975,2,1,2,2,2,1,7,1,2,4,1,2
5977,2,1,2,2,2,0,7,1,2,3,1,1
5979,2,1,2,2,2,1,3,2,4,2,1,1
5986,2,1,2,2,2,0,7,2,2,3,1,1
5989,2,1,2,2,2,0,3,2,4,4,1,4
5996,2,1,2,2,2,0,3,2,4,3,1,1
5997,2,2,2,2,2,0,3,2,1,4,1,1
5998,2,1,2,2,2,1,7,1,2,2,1,1
6006,2,1,1,2,2,0,7,2,4,2,1,1
6015,2,1,1,2,2,3,7,3,4,4,1,5
6016,2,1,2,2,2,0,7,1,2,1,1,1
6018,1,1,2,2,2,0,3,2,1,2,1,1
6020,2,1,2,2,2,0,3,2,1,4,1,3
6022,2,1,1,2,2,1,7,1,2,1,1,1
6023,2,1,2,2,2,0,3,2,4,4,1,4
6024,2,1,2,2,2,0,7,1,2,4,1,2
6025,2,1,2,2,2,2,7,1,2,1,1,1
6029,2,1,2,2,2,3,3,1,2,1,1,1
6035,2,1,2,2,2,2,7,2,4,4,1,1
6036,2,1,2,2,2,3,4,1,2,1,1,1
6044,1,1,2,2,1,0,1,2,4,3,1,2
6045,2,1,2,2,2,1,4,1,2,1,1,1
6052,2,1,2,2,2,2,3,1,2,2,1,4
6059,2,1,2,2,2,0,7,2,4,4,1,1
6060,2,1,2,2,2,1,4,2,1,4,1,1
6061,2,1,2,2,2,2,3,1,2,4,1,4
6063,2,1,2,2,2,1,7,1,2,1,1,3
6077,2,2,2,2,2,0,7,2,4,3,1,1
6083,2,1,2,2,2,2,3,1,2,1,1,3
6084,2,1,2,2,2,2,1,2,1,2,1,1
6093,1,1,2,2,2,2,3,1,2,1,1,3
6095,2,2,2,2,2,0,6,1,1,2,1,1
6107,2,1,2,2,2,1,6,2,2,4,1,1
6110,2,1,2,2,1,0,6,1,2,1,1,1
6116,2,1,2,2,2,2,4,2,4,2,1,3
6117,2,1,2,2,2,3,3,1,2,1,1,1
6118,2,2,2,2,2,0,3,1,2,1,1,1
6119,2,1,2,2,2,0,7,1,2,1,1,3
6125,2,1,2,2,2,0,6,2,4,4,1,5
6126,2,1,2,2,2,0,3,1,2,1,1,1
6128,2,1,1,2,2,1,4,1,2,1,1,1
6132,2,2,1,2,2,0,3,1,2,1,1,3
6140,2,1,2,2,2,0,3,1,2,1,1,3
6142,2,1,2,2,2,3,4,2,4,4,1,1
6147,2,1,2,2,2,0,6,2,4,4,1,1
6168,2,1,2,2,1,0,1,2,4,4,1,1
6176,2,1,2,2,2,2,4,2,3,4,1,1
6182,2,1,2,2,2,2,4,2,4,4,1,2
6185,2,2,2,2,2,0,7,1,1,1,1,1
6187,2,1,2,2,2,1,3,3,1,4,1,1
6192,2,1,2,2,2,2,4,1,2,1,1,1
6194,2,1,2,2,2,0,3,2,4,4,1,1
6195,2,1,2,2,2,0,7,1,2,1,1,1
6196,2,1,2,2,2,0,3,1,2,1,1,1
6206,2,1,2,2,2,0,3,2,4,4,1,1
6207,2,1,2,2,2,1,7,1,2,1,1,1
6218,2,1,1,2,2,2,3,2,4,4,1,1
6227,2,2,2,2,2,0,7,1,2,1,1,1
6228,2,1,2,2,2,3,7,2,4,3,1,1
6230,2,2,1,2,2,0,7,1,3,4,1,1
6235,2,1,1,2,2,2,4,1,2,1,1,1
6236,2,1,2,2,2,1,7,1,2,1,1,1
6243,2,1,2,2,2,1,3,3,4,3,1,1
6244,1,1,2,2,1,2,7,1,2,4,1,1
6246,2,1,2,2,2,1,3,2,1,4,1,1
6249,1,1,2,2,2,1,7,1,2,4,1,4
6254,1,1,2,2,2,2,2,1,2,1,1,3
6257,1,1,1,2,2,5,4,1,2,1,1,1
6274,2,2,2,2,2,0,6,1,2,1,1,1
6278,2,1,2,2,2,5,4,1,2,1,1,1
6283,1,1,2,2,2,1,3,1,1,4,1,4
6287,2,1,2,2,2,0,3,1,2,1,1,1
6302,1,1,2,2,2,0,7,1,2,4,1,3
6304,2,1,2,2,2,0,7,1,2,4,1,3
6311,2,1,2,2,2,1,7,1,2,4,1,3
6317,2,2,2,2,2,0,3,2,4,4,1,2
6330,2,1,2,2,2,1,3,2,1,2,1,1
6335,2,1,2,2,2,0,6,1,1,1,1,1
6336,1,1,2,2,2,1,7,2,4,4,1,3
6342,2,2,2,2,2,0,7,2,1,4,1,1
6343,1,1,2,2,2,0,3,3,1,4,1,1
6349,2,1,2,1,1,3,7,1,2,1,1,1
6352,2,1,2,2,2,2,4,2,4,2,1,1
6353,2,2,2,2,2,3,7,2,4,3,1,1
6354,1,1,2,2,2,0,6,2,4,4,1,1
6356,1,1,2,2,2,1,4,1,1,2,1,4
6359,2,1,1,2,2,2,3,1,2,1,1,1
6361,2,2,2,2,1,0,3,1,3,4,1,3
6363,2,1,2,2,2,2,7,2,4,4,1,3
6389,1,1,2,2,2,1,7,1,2,1,1,2
6393,2,2,2,2,2,0,7,1,2,4,1,1
6396,2,2,2,2,2,0,6,1,2,4,1,1
6399,2,2,2,2,2,0,7,1,1,2,1,1
6404,2,1,2,2,2,0,8,1,2,1,1,1
6406,2,2,2,2,2,0,6,1,1,3,1,1
6408,2,1,2,2,2,0,6,2,4,4,1,3
6410,2,1,2,2,2,1,7,1,2,4,1,1
6423,1,1,2,2,2,2,4,1,1,4,1,1
6428,1,1,2,2,2,2,3,1,1,3,1,3
6432,2,1,2,2,2,0,7,2,2,3,1,1
6453,1,1,2,2,2,0,3,1,2,1,1,2
6454,1,1,2,2,2,1,6,1,1,1,1,1
6460,1,1,2,2,2,2,3,1,2,1,1,1
6471,2,1,2,2,2,1,6,1,2,1,1,1
6476,2,1,2,2,2,1,6,2,4,3,1,1
6478,2,2,2,2,2,0,7,1,2,1,1,1
6483,2,1,2,2,2,0,7,1,2,4,1,1
6491,1,2,2,2,2,0,3,3,1,1,1,1
6494,1,1,2,2,2,1,3,1,1,1,1,1
6501,2,1,2,2,2,0,7,1,2,1,1,1
6514,2,1,2,2,2,2,4,1,2,1,1,1
6520,1,1,2,2,1,0,3,2,4,3,1,1
6524,2,2,2,2,2,0,7,1,2,1,1,1
6535,2,1,2,2,2,3,4,2,4,4,1,1
6543,2,1,2,2,2,2,4,1,2,1,1,1
6547,2,1,2,2,2,1,7,1,2,1,1,1
6553,1,1,2,2,2,3,4,2,1,4,1,3
6559,2,1,2,2,1,2,6,1,2,4,1,1
6560,2,1,2,2,2,0,6,1,1,1,1,2
6564,2,1,1,2,2,2,7,1,2,1,1,1
6566,2,1,1,2,2,2,7,3,4,4,1,1
6576,1,1,2,2,2,0,3,1,2,1,1,1
6582,2,1,2,2,2,0,7,1,2,4,1,5
6584,2,1,2,2,2,1,7,1,2,1,1,1
6588,1,2,2,2,2,0,6,2,1,2,1,1
6592,2,2,2,2,2,0,3,3,1,1,1,1
6597,2,1,2,2,2,0,7,2,4,4,1,5
6602,2,1,2,2,2,1,4,1,2,1,1,1
6603,2,1,1,2,2,0,6,1,1,1,1,1
6606,2,1,2,2,2,2,6,2,1,4,1,1
6608,1,1,2,2,2,2,6,2,1,3,1,1
6611,2,1,2,2,2,0,3,2,4,2,1,4
6619,2,1,2,2,2,1,4,2,4,2,1,2
6620,2,1,2,2,2,0,3,2,4,4,1,5
6631,2,1,2,2,2,2,6,2,1,3,1,1
6634,2,1,2,2,2,3,3,2,4,2,1,3
6636,1,2,2,2,2,2,6,2,1,4,1,1
6641,2,2,2,2,2,0,7,1,2,1,1,4
6644,2,1,2,2,2,2,7,2,4,4,1,3
6646,2,1,2,2,2,0,6,2,4,2,1,3
6650,2,1,2,2,2,0,6,2,1,4,1,1
6659,1,2,2,2,2,0,6,1,1,1,1,1
6661,2,1,2,2,2,2,4,1,2,1,1,1
6670,2,1,2,2,2,0,6,2,1,1,1,1
6671,2,1,2,2,2,3,7,1,2,2,1,4
6678,2,1,2,2,2,2,7,1,2,1,1,1
6684,2,1,2,2,2,1,6,2,1,4,1,1
6695,2,2,1,2,2,0,7,1,1,4,1,1
6703,2,1,2,2,2,2,4,1,2,1,1,1
6705,2,1,2,2,2,1,7,2,1,4,1,1
6713,2,1,2,2,2,2,7,1,2,1,1,4
6719,2,2,2,2,2,1,6,2,1,1,1,3
6722,2,1,2,2,2,0,6,2,2,1,1,5
6724,1,1,2,2,1,1,3,1,2,4,1,4
6729,2,1,2,2,2,2,3,2,2,1,1,1
6732,2,1,2,2,2,0,7,1,2,1,1,1
6733,2,1,2,2,2,2,6,2,2,1,1,5
6737,2,1,2,2,2,0,6,1,1,1,1,1
6741,1,1,2,2,2,3,7,1,2,1,1,3
6743,2,1,2,2,2,0,6,1,1,1,1,1
6744,2,1,2,2,2,2,7,1,2,1,1,3
6748,2,1,2,2,2,2,7,1,2,1,1,3
6756,2,1,2,2,2,0,3,1,1,1,1,1
6759,1,2,2,2,2,0,3,2,1,2,1,1
6767,2,1,2,2,2,1,7,1,2,4,1,1
6775,2,1,2,2,2,0,3,2,4,4,1,5
6776,2,1,2,2,2,2,3,1,1,1,1,1
6779,1,2,2,2,2,0,3,1,2,1,1,1
6785,2,1,2,2,1,2,3,1,2,1,1,1
6786,2,1,2,2,2,0,7,2,4,2,1,2
6790,2,1,2,2,2,0,7,1,2,1,1,1
6791,1,2,2,2,2,0,6,1,1,4,1,5
6792,2,1,2,2,2,0,3,3,1,2,1,1
6793,2,1,2,2,2,1,7,1,2,1,1,1
6797,2,1,2,2,2,0,7,2,4,4,1,1
6800,2,1,1,2,2,2,2,1,3,2,1,1
6801,1,1,2,2,2,0,7,1,2,1,1,1
6802,1,1,2,2,2,0,7,1,2,4,1,1
6803,2,1,2,2,2,0,3,2,4,4,1,2
6804,2,2,2,2,2,0,7,1,2,1,1,1
6805,2,2,2,2,2,0,7,2,1,4,1,1
6807,2,1,2,2,2,0,6,1,2,1,1,1
6812,1,2,2,1,2,0,7,1,2,1,1,1
6814,2,1,2,2,2,0,7,1,2,4,1,3
6816,1,1,2,1,2,0,7,1,2,1,1,1
6822,2,1,2,2,2,0,3,2,4,2,1,1
6824,2,1,2,2,2,2,4,2,4,4,1,4
6829,1,1,2,2,2,2,3,1,1,4,1,1
6830,2,1,2,2,2,0,2,3,1,1,1,1
6835,1,1,2,2,2,0,6,3,1,1,1,1
6840,1,1,2,2,2,0,7,1,2,1,1,1
6845,1,1,2,2,2,0,2,1,1,4,1,1
6846,2,1,2,2,2,0,3,2,4,2,1,2
6853,1,2,2,2,2,0,6,1,2,1,1,1
6856,2,1,2,1,1,0,7,1,2,1,1,1
